"qkey","education","division","ideology","gender","race","cancul1","crimsent","weight_w92"
201901037214,"Associate's Degree","West South Central","Moderate","Woman","Hispanic","Accountable","Too little time",0.067986415948265
201901037255,"Some College","South Atlantic","Conservative","Woman","Hispanic",NA,"About the right amount",0.0805091049347355
201901037258,"High School Graduate","Middle Atlantic","Moderate","Man","Hispanic","Accountable","Too little time",0.0725271937078039
201901037448,"College graduate","West South Central","Conservative","Man","Hispanic","Accountable","About the right amount",0.0673804756842877
201901037580,"College graduate","South Atlantic","Liberal","Man","Hispanic","Accountable","Too little time",0.0794816879836069
201901037593,"College graduate","South Atlantic","Moderate","Man","Hispanic","Accountable","Too little time",0.16654715292583
201901037940,"Less Than High School","Middle Atlantic","Very Conservative","Woman","Hispanic","Accountable","About the right amount",0.0933030554649605
201901038029,"Postgraduate","South Atlantic","Conservative","Man","Hispanic","Accountable","About the right amount",0.171038025379717
201901038081,"Less Than High School","Pacific","Moderate","Man","Other","Punish","About the right amount",0.0805309776906694
201901038284,"Associate's Degree","South Atlantic","Moderate","Woman","Hispanic","Accountable","Too little time",0.0960224163404158
201901038354,"High School Graduate","South Atlantic","Moderate","Woman","Hispanic","Accountable","Too little time",0.23963998935863
201901038458,"Postgraduate","South Atlantic","Moderate","Woman","Hispanic","Accountable","About the right amount",0.00449135121991583
201901038568,"College graduate","Pacific","Moderate","Man","Hispanic","Accountable",NA,0.136958714909611
201901038830,"College graduate","South Atlantic","Moderate","Woman","Hispanic",NA,"About the right amount",0.00449135121991583
201901039222,"Postgraduate","South Atlantic","Conservative","Woman","Hispanic","Accountable","About the right amount",0.0948706868894316
201901039253,"College graduate","Middle Atlantic","Moderate","Man","Hispanic","Accountable","About the right amount",0.0732566975541693
201901039319,"Some College","Mountain","Very Liberal","Woman","Hispanic","Accountable","Too little time",0.0762910575448829
201901039387,"College graduate","Middle Atlantic","Moderate","Woman","Hispanic","Punish","About the right amount",0.0788202269075603
201901039579,"Some College","South Atlantic","Moderate","Woman","Hispanic","Accountable","About the right amount",0.00449135121991583
201901039731,"Associate's Degree","South Atlantic","Moderate","Man","Hispanic","Punish","About the right amount",0.955427466307085
201901039764,"Some College","South Atlantic","Moderate","Man","Hispanic","Accountable","About the right amount",0.0736571108061704
201901039835,"High School Graduate","South Atlantic","Moderate","Man","Hispanic","Accountable","About the right amount",0.305224533992492
201901039870,"College graduate","South Atlantic","Liberal","Woman","Hispanic","Accountable","About the right amount",0.118543693856475
201901039943,"College graduate","South Atlantic","Liberal","Man","Other","Accountable","Too much time",0.00449135121991583
201901039995,"Some College","Mountain","Very Liberal","Woman","Hispanic","Punish","About the right amount",0.00449135121991583
201901040108,"Less Than High School","Middle Atlantic","Moderate","Man","Hispanic","Accountable","Too much time",0.133261561104801
201901040458,"Postgraduate","South Atlantic","Moderate","Man","Hispanic","Accountable","Too little time",0.178187919143688
201901040577,"Postgraduate","South Atlantic","Moderate","Man","Hispanic","Accountable","About the right amount",0.0581946746820148
201901040705,"College graduate","South Atlantic","Conservative","Man","Hispanic","Accountable","Too little time",0.249751182854353
201901040911,"Postgraduate","South Atlantic","Moderate","Man","Hispanic","Accountable","About the right amount",0.0786399243852364
201901041188,"College graduate","South Atlantic","Moderate","Man","Hispanic","Accountable","About the right amount",0.00449135121991583
201901041356,"Postgraduate","South Atlantic","Moderate","Man","Hispanic","Accountable","Too much time",0.0730419975432721
201901041630,"College graduate","South Atlantic","Moderate","Man","Hispanic","Punish","About the right amount",0.0684150507118792
201901041704,"Some College","South Atlantic","Very Liberal","Man","Hispanic","Accountable","Too much time",0.0846290981395635
201901041842,"Postgraduate","South Atlantic","Moderate","Woman","Hispanic","Punish","About the right amount",0.0710846732306398
201901041890,"Associate's Degree","South Atlantic","Conservative","Woman","Hispanic","Accountable","About the right amount",0.00449135121991583
201901041958,"High School Graduate","South Atlantic","Very Liberal","Woman","Hispanic","Accountable","Too much time",0.0859570916357921
201901041969,"Less Than High School","South Atlantic","Moderate","Man","Hispanic","Accountable","Too little time",0.267838450694802
201901042283,"Less Than High School","South Atlantic","Moderate","Woman","Hispanic","Accountable","About the right amount",0.250594806460971
201901042456,"Postgraduate","South Atlantic","Liberal","Woman","Hispanic","Accountable","Too much time",0.0826667026787656
201901042474,"College graduate","South Atlantic","Very Conservative","Woman","Hispanic","Accountable","About the right amount",0.00449135121991583
201901042541,"Postgraduate","South Atlantic","Moderate","Man","Hispanic","Accountable","About the right amount",0.112870844314765
201901042590,"College graduate","Pacific","Moderate","Man","Hispanic","Punish","Too much time",0.263314835477535
201901043047,"College graduate","Pacific","Moderate","Woman","Hispanic","Accountable","Too little time",0.137229620203767
201901043339,"Associate's Degree","South Atlantic","Moderate","Woman","Hispanic","Accountable","About the right amount",0.0765439287520318
201901043500,"College graduate","South Atlantic","Moderate","Man","Hispanic","Accountable","Too little time",0.0694603726513578
201901043552,"College graduate","South Atlantic","Moderate","Man","Hispanic","Punish","About the right amount",0.066409315264649
201901043570,"College graduate","Pacific","Liberal","Man","Hispanic","Punish","Too much time",0.142646636203701
201901043600,"Postgraduate","South Atlantic","Moderate","Woman","Hispanic","Punish","About the right amount",0.00449135121991583
201901043799,"College graduate","South Atlantic","Conservative","Woman","Hispanic","Accountable","About the right amount",0.00449135121991583
201901043803,"Associate's Degree","South Atlantic","Moderate","Man","Hispanic","Accountable","Too little time",0.0982398004056168
201901043880,"Postgraduate","South Atlantic","Moderate","Woman","Hispanic","Accountable","Too little time",0.108214007381017
201901043955,"College graduate","South Atlantic","Liberal","Woman","Hispanic","Accountable","Too little time",0.00449135121991583
201901044092,"High School Graduate","South Atlantic","Conservative","Man","Hispanic","Punish","About the right amount",0.163111311386855
201901044186,"College graduate","South Atlantic","Conservative","Man","Hispanic","Accountable","About the right amount",0.0744775469438444
201901044309,"Postgraduate","South Atlantic","Conservative","Woman","Hispanic","Accountable","About the right amount",0.194569468652951
201901044471,"College graduate","South Atlantic","Moderate","Woman","Hispanic","Punish","About the right amount",0.0679344989450619
201901044503,"Some College","South Atlantic","Moderate","Woman","Hispanic","Accountable","About the right amount",0.00449135121991583
201901044539,"High School Graduate","South Atlantic","Very Conservative","Woman","Hispanic","Accountable","Too much time",5.57323840306315
201901044635,"College graduate","South Atlantic","Conservative","Man","Hispanic","Accountable","About the right amount",0.00449135121991583
201901044729,"Postgraduate","South Atlantic","Very Liberal","Woman","Hispanic","Accountable","About the right amount",0.00449135121991583
201901045218,"College graduate","Middle Atlantic","Moderate","Man","Hispanic","Accountable","About the right amount",0.273849918830541
201901045283,"College graduate","South Atlantic","Very Liberal","Woman","Hispanic","Accountable","About the right amount",0.0658641027532789
201901045307,"Some College","South Atlantic","Moderate","Woman","Hispanic","Accountable","Too much time",0.181790391018632
201901045327,"Some College","South Atlantic","Moderate","Woman","Hispanic","Accountable","About the right amount",0.128427185810977
